# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-a" "../Indices/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gtf" "-o" "../Quantification/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0.txt" "CK21_FR.bam" "CK22-1_FR.bam" "CK22-2_FR.bam" "CK23_FR.bam" "T21_FR.bam" "T22_FR.bam" "T23_FR.bam" "T24_FR.bam" 
Geneid,CK21_FR.bam,CK22-1_FR.bam,CK22-2_FR.bam,CK23_FR.bam,T21_FR.bam,T22_FR.bam,T23_FR.bam,T24_FR.bam
LOC103493340,1045,969,1328,1295,1090,1092,434,808
LOC103493339,542,716,813,788,938,1062,520,1012
LOC127150050,5,12,8,1,4,5,7,9
LOC127150051,4,2,2,0,0,0,0,1
LOC103493338,910,909,1037,1164,1444,988,515,955
LOC103493336,2,2,0,0,0,0,0,6
LOC127150052,0,0,0,0,0,0,0,0
LOC127150053,0,0,0,0,0,0,0,0
LOC103493335,119,108,154,145,164,124,14,57
LOC103493334,6,18,16,4,8,6,16,10
LOC103493333,0,0,0,0,0,0,0,0
LOC103493332,977,738,916,708,831,834,459,1350
LOC127150054,0,2,4,0,0,0,0,0
LOC127150055,666,287,350,119,448,507,355,447
LOC103493331,821,870,1178,1001,1394,1248,563,1300
LOC103493330,802,801,755,921,844,514,512,419
LOC103493328,2842,3029,3503,2845,3249,3455,2605,3456
LOC107991202,0,0,0,0,0,0,0,0
LOC103493327,132,132,143,202,190,146,79,165
LOC103493326,40,76,85,64,118,96,8,16
LOC103493324,553,539,695,656,1132,806,156,828
LOC127150056,0,0,0,0,0,0,0,0
LOC127150057,0,0,0,0,0,0,0,0
LOC103493322,455,384,482,354,513,466,146,461
LOC103493321,5093,5678,6784,5373,7074,6976,4202,7023
LOC103493320,40,46,53,54,44,57,43,83
LOC103493319,34,10,28,4,43,43,4,14
MPG2,0,2,14,14,0,0,0,0
LOC107991201,0,0,0,0,0,0,0,0
LOC103493317,4670,4096,4770,3751,4088,4484,5591,7360
LOC103493316,2133,2000,2157,2089,2312,2100,1577,2109
LOC103493315,2953,2449,3040,2447,3125,3518,2959,5307
LOC103493314,22440,26306,29565,26728,26863,25114,18134,22332
LOC103493313,11952,14201,16384,15867,14880,13791,9329,10273
LOC103493312,1972,2025,2275,2219,1793,1492,1267,1696
LOC103493311,3214,2942,3173,2418,2160,2691,2912,5019
LOC103493310,921,1427,1681,1194,521,648,537,487
LOC127150058,0,0,0,0,0,0,0,0
LOC127150059,0,0,0,0,0,0,0,0
LOC103493309,152,221,216,339,258,146,58,90
LOC103493308,913,993,1216,1117,887,998,318,923
LOC127149778,0,2,4,2,0,0,0,0
LOC103493307,370,443,547,477,328,293,244,260
LOC127150292,0,0,0,0,0,0,0,0
LOC103493873,674,852,814,978,1023,729,286,705
LOC103493872,191,157,170,186,136,182,156,230
LOC103493869,1075,1087,1133,1189,1325,1400,1795,1856
LOC103493871,3972,3371,4084,3281,3235,3338,4324,4673
LOC103493868,4281,4654,5389,4163,4917,5446,3954,6423
LOC103493867,1615,1829,1913,1906,2282,2107,1390,2691
LOC103493866,1451,1424,1850,1838,1951,1641,688,1173
LOC103493864,212,101,124,102,68,150,167,226
LOC103493863,254,262,213,162,309,272,176,675
LOC103493861,384,192,297,216,430,405,397,332
LOC103493862,4078,3636,4403,3544,3469,3529,2340,3139
LOC103493858,2700,2704,2953,2150,1748,1702,974,1501
LOC103493859,135,133,147,109,149,183,125,167
LOC103493857,107,150,195,218,116,181,132,112
LOC103493856,1298,1239,1401,1124,1263,1369,1615,1552
LOC103493855,7775,7833,9220,6353,5139,5155,4613,5545
LOC103493853,2698,3744,4352,3236,2862,3057,2136,2636
LOC103493854,310,290,437,454,496,288,197,362
LOC103493852,2998,2082,2468,2463,2491,2265,1461,2521
LOC103493850,4292,5410,6672,6334,4415,3812,2797,5126
LOC103493849,1303,1576,1916,1557,1356,1396,754,766
LOC103493847,199,175,271,194,244,189,256,492
LOC103493848,429,518,556,440,486,364,251,352
LOC103493846,54,45,70,68,99,134,70,65
LOC103493845,32,67,79,63,34,21,126,123
LOC103493836,61,118,80,76,63,86,30,69
LOC103493835,115,74,34,63,131,149,46,43
LOC103493837,3556,3836,4275,3756,3434,4009,5447,5491
LOC103493839,84,126,177,167,165,88,42,89
LOC103493840,1370,1299,1407,1312,1337,1280,723,1431
TRNAW-CCA_5,0,0,0,0,0,0,0,0
LOC103493842,2200,2001,2433,1466,1959,3041,4778,3801
LOC103493843,237,157,228,185,223,174,177,268
LOC103493844,3218,4180,4449,4240,3596,4464,4803,4709
LOC103493832,2,4,8,19,15,0,18,2
LOC103493834,960,1051,1312,1269,1214,875,369,986
LOC103493831,4139,3860,4543,3939,3841,3779,4336,5680
LOC103493830,721,899,990,983,909,671,26,320
LOC103493827,1694,1535,1942,1889,1389,1160,565,974
LOC103493829,2882,2777,3278,2734,2393,2738,2469,3230
LOC103493826,559,519,565,700,550,487,136,173
LOC103493825,407,402,510,532,418,302,147,265
LOC103493823,82,77,149,98,89,18,8,31
LOC103493822,1012,1048,1340,1453,1239,1192,512,1011
LOC103493820,22036,20696,24821,25036,23989,24245,13717,26640
LOC103493819,348,362,462,406,468,368,124,273
LOC103493818,5795,4697,5578,4785,5254,5934,6109,8118
LOC103493817,1388,1352,1456,1205,1233,1269,1408,1564
LOC103493815,951,959,1006,911,1468,1067,321,1113
LOC103493814,1239,1576,1542,2911,2470,2109,505,1224
LOC103493813,24,45,35,120,57,27,0,7
LOC103493812,4811,6059,6978,13912,10091,9320,15803,12199
LOC103493811,431,793,917,1033,668,582,186,210
LOC103493809,4935,3371,3709,5341,3882,3164,2217,3271
LOC103493808,2024,3070,3409,2733,3440,4124,3193,4326
LOC103493807,1097,1100,1418,1274,1004,1053,976,1455
LOC103493806,0,0,0,0,0,0,0,0
LOC103493805,445,480,568,541,531,616,464,1037
LOC103493804,1514,1446,1829,1725,2148,1914,680,1712
LOC103493803,43,77,68,50,77,95,32,57
LOC103493802,16,14,28,14,18,36,28,26
LOC103493801,555,394,503,449,914,719,191,392
LOC103493799,104,50,89,130,232,219,37,170
LOC103493800,559,706,794,884,1176,985,343,852
TRNAK-CUU_9,0,0,0,0,0,0,0,0
LOC103493798,7074,6717,8424,7243,6150,7917,14340,11765
LOC103493797,9017,7328,9190,5896,5847,6675,8602,7581
LOC103493796,2181,2485,2737,2499,2957,2960,2096,3221
LOC103493795,137,106,88,76,54,41,109,108
LOC103493794,1383,1682,1663,1223,1544,1599,1773,1991
LOC103493793,2401,3208,3790,1985,1281,1692,2290,4238
LOC103493791,511,574,707,676,435,340,437,509
LOC103493792,3489,3334,4406,3672,3318,3295,2148,3152
LOC127150320,128,165,148,93,143,119,214,473
LOC103493790,77,49,61,117,76,125,28,153
LOC103493789,1606,1819,2130,1664,1579,1542,756,1362
LOC103493905,398,388,409,372,496,489,592,687
TRNAP-UGG_7,0,0,0,0,0,0,0,0
LOC103493788,6,10,6,0,0,8,0,22
LOC103493787,206,173,242,195,231,137,114,237
LOC103493786,0,6,8,2,0,0,0,10
LOC103493785,217,312,377,162,130,178,155,205
LOC103493784,2169,2165,2454,2059,2100,2677,4195,5131
LOC103493782,1212,904,1050,1092,923,836,841,1200
LOC103493781,1719,1522,1944,1085,1190,1431,978,1916
LOC103493780,17,2,31,11,20,10,14,16
LOC103493779,424,417,457,437,356,266,94,203
LOC103493778,2076,967,918,1353,404,348,1586,902
LOC103493777,1232,1335,1477,1403,1152,944,490,1100
LOC103493775,1534,1520,1813,2059,1761,1316,783,1155
LOC103493774,481,548,584,950,761,553,160,459
LOC103493773,1707,1513,1838,1922,2261,2045,1603,1958
LOC103493772,7,13,5,15,20,31,0,5
LOC103493771,4140,5152,5806,4251,6005,6703,6178,5419
LOC103493770,491,661,686,343,325,266,152,319
LOC103493769,373,527,490,459,366,431,301,219
LOC103493768,630,621,611,721,713,655,215,407
LOC103493767,316,414,541,382,341,363,217,245
LOC103493766,4969,4793,5463,6348,4861,4153,2273,3220
LOC103493765,754,689,732,761,896,743,345,699
LOC103493764,1913,2372,2503,3253,3069,2083,606,943
LOC103493763,1386,1931,2174,1584,1798,2231,1611,2538
LOC103493761,125,224,195,148,241,151,76,144
LOC103493760,617,682,708,729,669,622,122,317
LOC103493758,1140,1276,1664,1082,973,1086,961,1216
LOC103493757,1257,1531,2014,1700,1320,837,216,748
LOC103493756,438,702,642,852,927,646,368,413
LOC103493755,8935,5015,6123,5409,4313,4852,7736,9051
LOC103493754,338,291,259,360,589,500,118,605
LOC103493903,120,128,133,231,292,140,26,132
LOC103493752,244,206,207,588,407,343,253,282
LOC103493751,72869,67757,77104,83370,82028,85381,132868,190969
LOC103493750,2886,1955,2414,1859,2190,2278,1752,2255
LOC103493748,495,876,953,1052,1078,1188,707,1038
LOC103493749,1012,1469,1725,1366,969,958,1110,784
LOC103493746,472,452,555,536,442,477,158,369
LOC103493745,1297,1265,1370,1358,981,780,403,725
LOC103493744,8955,8792,10379,6457,6364,6779,7721,9810
LOC103493743,6,0,8,6,3,0,0,2
LOC103493742,903,652,815,905,813,919,1003,1383
LOC103493741,72,162,81,100,104,100,26,42
LOC103493740,1947,1845,1932,1811,1623,1580,1641,2812
LOC103493739,5709,5935,6793,6268,5451,5853,6236,8279
LOC127150421,0,1,0,0,0,1,0,0
LOC103493737,1236,1318,1437,2166,1655,1685,1323,1653
LOC103493736,528,386,545,474,572,377,60,112
LOC103493735,1175,983,1219,946,837,755,334,347
LOC103493734,5889,5686,6774,5519,5712,5865,4924,7879
LOC103493733,14,5,6,8,0,8,2,0
LOC103493731,4,0,0,4,4,23,13,4
LOC103493730,1314,860,1051,1123,1355,1499,2143,2804
LOC103493729,297,275,410,298,266,220,74,160
LOC103493728,117,164,188,246,252,211,188,281
LOC103493727,99,64,92,62,82,121,75,346
LOC103493725,14535,12523,15658,12384,16648,18619,6425,21156
LOC103493726,111,86,118,46,77,82,30,71
LOC103493902,961,846,1172,977,891,892,748,1328
LOC103493724,5990,4963,5686,4439,5665,5384,5149,7803
LOC103493723,290,193,252,252,92,133,152,217
LOC107991223,4,4,0,0,0,2,0,0
LOC103493722,479,640,696,635,401,385,140,122
LOC103493721,925,737,997,877,1041,913,317,652
LOC103493720,594,563,565,344,289,414,347,667
LOC103493719,1470,1032,1156,1226,1167,885,764,1008
LOC103493718,80,104,104,131,206,93,71,83
LOC103493717,0,0,0,0,0,0,0,0
LOC103493715,60,34,82,66,93,52,50,86
LOC103493714,486,515,520,511,513,477,208,361
LOC103493713,42,85,57,44,10,18,30,40
LOC103493711,122,156,238,235,178,140,77,86
LOC127150324,0,0,0,0,0,0,0,0
LOC103493901,3984,3953,4485,4448,4436,4194,1541,2952
LOC103493712,120,102,116,309,219,239,238,452
LOC103493710,591,503,713,530,519,532,467,619
LOC103493709,320,138,149,120,388,293,101,353
LOC103493708,1979,2512,2554,2807,1947,1805,605,1158
LOC103493706,2913,2545,2908,3119,2199,1616,1031,1694
LOC103493705,7342,6491,7069,10504,6243,6908,9880,10043
LOC103493704,106,126,100,353,248,273,102,160
LOC103493703,749,830,871,1462,1425,993,513,531
LOC103493702,305,273,317,220,407,639,541,1137
LOC103493701,4152,4295,5120,3122,2204,2511,3842,5366
LOC103493700,2038,2174,2237,2277,2476,2133,1513,2403
LOC103493699,638,601,734,649,451,381,245,428
LOC103493698,67,55,54,71,55,51,78,45
TRNAD-GUC_13,0,0,0,0,0,0,0,0
LOC103493694,250,257,240,225,302,368,284,358
LOC103493695,59,67,70,57,65,24,11,0
LOC127150325,10,18,9,11,16,8,2,0
LOC103493696,0,2,8,1,19,0,2,0
LOC127150326,0,0,2,0,1,0,0,0
LOC103493697,780,931,1279,718,613,458,51,187
LOC103493692,181,156,185,142,136,64,16,62
LOC103493691,2,0,0,0,0,0,0,0
LOC103493690,467,501,697,418,208,225,20,118
LOC103493689,2182,2443,2764,2563,2108,1872,2589,2034
LOC103493899,13,14,5,14,29,28,6,37
LOC103493688,396,449,449,359,333,303,313,406
LOC103493687,6,4,12,16,33,18,49,17
LOC103493686,126,162,157,94,371,418,145,531
LOC103493685,450,445,457,623,666,398,126,185
LOC107990275,286,301,267,281,271,172,38,155
LOC103493681,11,8,16,11,5,13,1,15
LOC103493682,28,54,39,74,32,12,14,8
LOC103493684,1223,1735,1899,2166,1713,1681,623,1016
LOC103493679,2269,1978,2458,2594,1892,1496,1284,1850
LOC103493678,2262,2053,2306,2772,2391,2062,635,2339
LOC103493677,1058,980,1129,1104,1267,997,925,1084
LOC103493676,5817,4307,5015,4256,2387,2369,2253,2499
LOC103493675,1299,1556,1475,1726,1465,1305,308,753
LOC103493674,1639,1564,1800,1654,1654,1520,554,1062
LOC103493673,125,95,125,156,165,89,21,163
MIR156A,21,24,17,24,13,0,2,7
LOC103493672,2020,1635,1995,1371,1884,2130,1935,3680
LOC103493671,1095,1346,1584,1364,1416,803,533,912
LOC103493670,7525,4861,5205,5972,5464,6017,13356,10145
LOC103493669,513,792,959,786,718,772,398,383
LOC103493668,737,570,742,555,400,317,242,315
LOC103493666,728,661,880,512,778,964,805,1652
LOC103493665,1872,1518,1681,1776,1074,764,213,566
LOC103493664,124,93,132,126,68,103,56,55
LOC103493658,3918,3700,4847,3978,3821,3620,3361,4011
LOC103493659,231,155,188,242,200,241,60,91
LOC103493661,536,688,706,674,618,633,487,483
LOC103493662,200,300,208,195,248,232,198,375
LOC103493663,3400,3378,3811,3944,3363,3302,1766,2964
LOC103493657,2,0,6,5,0,0,0,0
LOC103493656,23,38,56,42,24,36,25,71
LOC103493655,1653,1469,1678,1722,1985,1909,574,1492
LOC103493654,274,193,216,266,355,416,430,591
LOC103493653,3026,2374,3008,2481,2288,2326,3260,3615
LOC103493650,700,567,694,595,691,554,439,484
LOC103493649,196,129,121,77,143,145,136,94
LOC103493648,573,751,901,899,767,732,318,392
LOC103493646,7086,7138,8324,7148,9106,9797,10336,11194
LOC103493645,715,861,1144,766,868,1017,724,1177
LOC127150293,934,849,929,1004,1394,1063,467,831
LOC103493644,585,527,611,566,498,551,453,820
LOC103493643,159,102,76,70,226,268,158,271
LOC103493642,1159,1008,1347,1219,1208,1024,687,1263
LOC103493641,99,62,80,139,65,60,22,28
LOC103493897,0,0,0,0,0,0,0,0
LOC103493640,1957,1773,1781,2178,2223,2764,1809,2854
LOC103493638,1372,1520,1722,2171,2130,1786,798,1077
LOC103493637,497,453,571,308,280,324,91,882
LOC103493636,2278,1761,1969,1974,1104,1218,1494,2057
LOC103493635,1379,1539,1709,2040,1422,1373,907,1336
LOC103493634,1488,1607,1772,1616,1734,1769,1857,2437
LOC103493633,30,19,43,27,27,25,0,11
LOC103493632,3640,3038,3516,3655,2351,2748,4160,4549
LOC103493629,338,255,236,267,153,259,255,235
LOC103493628,899,604,773,647,417,610,652,568
LOC103493627,4484,3718,4119,3033,1298,911,430,663
LOC103493626,1304,1492,1670,1654,1466,1001,208,577
LOC103493625,31,46,51,54,39,12,4,22
LOC103493623,1426,1571,1617,1717,2182,1777,841,1485
LOC103493622,0,2,0,4,0,0,0,10
LOC103493621,50,44,38,48,65,69,30,345
LOC127150327,594,590,544,591,555,625,800,2012
LOC103493620,712,655,652,584,513,505,1311,1281
LOC103493619,916,873,996,991,911,672,354,580
LOC103493618,441,826,853,777,927,812,176,362
LOC103493611,810,1054,1157,916,494,604,278,486
LOC103493613,60,66,92,48,25,33,2,19
LOC103493614,13,30,19,33,8,22,0,27
LOC103493615,528,518,566,1366,553,508,151,345
LOC103493617,686,487,612,1099,425,342,180,268
LOC127150328,0,0,0,0,0,0,0,0
LOC103493610,1737,1913,2128,1750,1570,1365,1040,1584
LOC103493609,59,44,66,58,26,52,40,40
LOC103493896,16,35,51,14,20,20,14,15
LOC103493608,34,42,41,20,12,14,6,12
LOC103493607,480,386,475,595,403,334,365,658
LOC103493606,1042,1126,1450,1179,1272,1096,679,945
LOC103493605,214,190,242,203,195,278,186,270
LOC103493895,0,0,0,0,0,0,0,0
LOC103493894,13,7,28,23,16,20,3,0
LOC103493604,635,651,867,820,514,412,260,219
TRNAT-AGU_4,0,0,0,0,0,0,0,0
LOC103493603,4729,4511,5124,3837,7225,7014,4238,6357
LOC103493602,34,36,70,62,75,34,14,6
LOC103493601,11632,13557,15419,15743,9765,9220,5614,9264
LOC103493893,756,915,978,1049,1195,869,325,702
LOC127150329,616,493,642,701,1005,887,701,957
LOC103493599,5,0,6,4,10,6,0,0
LOC103493598,10164,3988,4672,5016,7063,7459,14520,12033
LOC103493596,596,432,511,606,191,132,173,340
LOC103493597,89,96,96,80,102,58,44,119
LOC103493595,12,22,32,12,20,4,10,0
TRNAA-CGC_3,0,0,0,0,0,0,0,0
LOC103493594,44,46,86,131,67,46,14,34
TRNAA-CGC_4,0,0,0,0,0,0,0,0
LOC103493593,2418,1910,2088,1554,2167,2545,2440,4131
LOC103493591,2552,1152,1346,2056,1766,1582,489,1304
LOC107991221,0,0,0,0,0,0,0,0
LOC103493589,571,589,774,770,696,665,339,777
LOC103493588,879,826,865,1046,825,599,346,351
LOC103493586,1233,1283,1534,1446,1929,1516,534,1035
LOC103493587,254,66,115,98,157,101,128,218
LOC103493892,0,0,1,2,0,0,0,0
LOC103493585,104,100,221,214,168,153,68,500
LOC103493584,521,546,607,574,447,448,268,420
LOC103493583,638,750,898,810,514,689,565,2211
LOC103493891,1,0,0,0,8,12,0,4
LOC103493582,1440,1525,1805,1384,1900,2170,3267,2398
LOC103493580,1406,1492,1668,1669,2115,2191,1742,4072
LOC103493579,466,521,649,691,618,564,117,305
LOC103493578,1430,884,1040,1362,1578,1510,1897,2439
LOC103493577,49,26,53,79,32,41,25,66
LOC103493576,19803,11960,14118,28580,88339,103979,94711,167813
LOC103493575,79,18,56,57,25,85,8,37
LOC103493574,590,672,783,651,558,811,1032,830
LOC103493573,3422,3000,3321,3014,2130,2616,4334,4322
LOC103493572,218,164,152,81,165,73,126,139
LOC103493571,183,193,221,312,245,213,26,74
LOC103493570,37794,40067,46943,62777,71041,85238,129878,124246
LOC103493569,3765,2350,2886,2806,3764,4617,12278,9871
LOC103493568,1287,1347,1631,1614,1195,1474,1846,2318
LOC103493567,846,571,775,661,554,727,345,1064
LOC127150294,4,1,6,4,0,2,1,2
LOC103493566,912,1232,1309,1313,1636,1096,174,622
LOC103493565,1013,1025,1008,1042,1071,1229,1078,1656
LOC103493564,131,146,133,119,112,88,26,177
LOC103493562,576,694,801,800,946,927,563,1112
LOC103493561,616,724,848,596,557,523,340,651
LOC103493560,16,16,18,4,10,10,0,0
LOC103493559,0,4,0,6,4,0,0,0
LOC103493557,34,22,48,45,57,20,67,44
LOC103493558,358,158,188,266,378,394,520,376
LOC103493556,3670,2148,2398,2575,2522,3223,6365,4167
LOC103493555,526,361,476,460,542,665,393,1099
LOC103493554,1520,1333,1585,1738,1533,1545,1559,1969
LOC127150330,0,0,0,0,0,0,0,0
LOC103493553,674,659,868,723,440,379,172,111
LOC103493552,428,464,497,533,546,367,278,357
LOC103493551,23,12,3,30,21,36,30,14
LOC103493550,94,62,119,40,46,46,32,42
LOC103493549,47,77,52,27,70,99,92,108
LOC103493548,31,28,62,49,64,34,17,15
LOC103493546,108,135,135,124,85,93,36,91
LOC103493545,557,608,653,671,453,376,124,215
LOC103493544,2016,2151,2677,2311,2228,1799,501,1144
LOC103493543,1026,1011,1273,1278,1214,1097,1351,1604
LOC103493542,607,526,658,588,510,498,146,374
LOC103493540,1049,992,1206,762,690,719,455,585
LOC103493539,0,0,0,0,2,0,0,0
LOC103493538,2474,1804,2181,1970,1841,1852,1632,2322
LOC103493537,416,474,604,528,415,420,370,354
LOC103493536,1343,1133,1304,1440,1638,1425,452,914
TRNAR-CCU_3,0,0,0,0,0,0,0,0
LOC103493535,1302,1427,1903,1773,1962,1577,522,1244
LOC103493534,603,512,610,568,489,464,172,346
LOC103493532,2051,1962,2418,1751,1324,1315,1071,1173
LOC103493529,743,645,806,775,670,549,396,448
LOC103493530,678,641,771,869,1161,698,507,972
LOC103493531,232,114,220,190,190,169,90,207
LOC103493527,3,3,18,7,9,10,16,36
LOC103493528,7472,7909,8832,9075,7782,7212,3702,5586
LOC103493525,405,402,402,472,338,250,153,265
LOC103493524,99,155,115,213,216,141,76,162
LOC103493523,1110,1244,1362,1159,1315,1378,716,1210
LOC103493521,829,700,711,633,587,440,180,608
LOC103493888,756,583,573,403,769,638,492,659
LOC103493519,1412,1606,1695,1413,1010,939,1068,1242
LOC103493518,741,788,906,1132,704,611,423,383
LOC103493515,89,108,86,89,41,75,39,28
LOC103493514,784,570,808,406,312,423,663,1284
LOC103493513,98,72,71,109,88,50,12,11
LOC103493512,651,689,947,772,824,807,361,762
LOC103493511,354,248,303,273,175,117,141,175
LOC103493510,1408,1684,1723,2135,1919,1373,935,1010
LOC103493509,788,778,975,824,617,784,663,824
LOC103493507,495,489,646,481,402,373,367,372
LOC103493506,1183,1178,1337,1018,1469,1132,955,1185
LOC103493504,1112,1562,1733,1546,1064,1061,851,1353
LOC103493505,815,753,1103,1251,1022,853,451,673
LOC127150295,1,0,0,2,0,0,0,0
LOC103493887,456,332,376,303,383,260,150,215
LOC103493503,7225,6544,7682,7938,7927,6564,2454,7191
LOC103493502,5037,4510,5861,3313,3691,5007,5075,10128
LOC103493501,962,1206,1279,1220,842,831,286,416
LOC103493499,116,151,157,154,128,115,128,37
LOC103493496,460,349,582,715,523,438,424,472
LOC103493498,5410,5509,6512,19585,15183,13958,8904,12931
LOC127150331,0,0,0,0,0,0,0,0
LOC103493495,1687,2195,2500,1415,1678,1712,1184,2569
LOC103493494,1323,1241,1498,1564,1311,993,1265,2379
LOC103493493,196,340,353,385,274,233,59,102
LOC103493492,850,1001,1333,1036,1176,1148,912,1781
LOC103493490,1453,974,1095,1116,857,908,1290,1223
LOC103493489,1207,1094,1158,1082,839,871,681,799
LOC103493886,28,40,8,9,34,15,57,78
LOC103493487,149,171,148,122,151,247,305,258
LOC103493488,1249,1265,1465,1527,1736,1436,686,1295
LOC103493486,1844,1664,2154,1843,2023,1766,1064,1750
LOC103493482,490,576,808,859,1029,801,259,668
LOC103493885,282,317,317,227,163,119,41,245
LOC103493483,36,46,53,82,24,31,33,56
LOC103493484,7935,8485,9537,9337,10081,9756,5977,8363
LOC103493480,552,711,822,715,491,414,241,323
LOC127150332,0,0,0,0,0,0,0,0
LOC103493481,1845,2017,2298,1338,2019,2235,1707,3626
LOC103493479,1551,1688,1997,1807,1522,1446,770,915
LOC103493478,566,739,936,708,492,490,581,675
LOC103493884,0,0,0,0,2,0,0,0
LOC103493476,653,689,971,983,289,290,320,383
LOC103493475,4954,4144,4919,4012,4412,5121,9144,12353
LOC103493469,60,68,105,52,85,86,0,51
LOC103493471,941,1003,1245,1149,1285,926,64,384
LOC103493472,111,94,110,111,197,267,21,100
LOC127150333,511,360,323,273,329,242,161,251
LOC103493468,531,785,1002,690,515,467,348,326
LOC103493466,35,52,66,98,40,52,17,13
LOC103493467,28,33,20,80,65,40,19,42
LOC103493465,471,521,490,549,482,434,212,353
LOC103493464,106,199,211,296,333,277,112,154
LOC103493463,0,0,0,0,0,0,0,0
LOC127150334,0,0,0,3,0,0,0,0
LOC127150265,0,0,0,0,0,0,0,0
LOC127150271,0,0,0,0,0,0,0,0
LOC127150268,0,0,0,0,0,0,0,0
LOC127150270,0,0,0,0,0,0,0,0
LOC127150262,0,0,0,0,0,0,0,0
LOC127150266,0,0,0,0,0,0,0,0
LOC127150267,0,0,0,0,0,0,0,0
LOC127150272,0,0,0,0,0,0,0,0
LOC127150263,4,0,4,0,0,4,0,0
LOC127150269,0,0,0,0,0,0,0,0
LOC127150264,0,0,0,0,0,0,0,0
LOC107992300,0,0,2,0,0,0,0,0
LOC127150280,0,0,0,0,0,2,0,0
LOC103501850,350,390,435,211,238,152,245,479
LOC103501849,370,524,702,777,458,540,151,207
LOC103501847,275,329,382,354,262,245,406,275
LOC103501846,2657,3185,3466,3429,4312,3736,3479,3854
LOC103503252,52,52,54,74,55,39,20,27
LOC103504218,1814,1777,2224,3047,2906,2818,5033,5906
LOC103501845,708,927,1061,1008,952,782,832,888
LOC127150420,0,0,0,0,0,0,0,0
LOC127150250,0,0,0,0,0,0,0,0
LOC103501842,385,545,642,622,492,558,300,383
LOC127150255,0,0,0,1,0,0,0,4
LOC103501841,344,318,493,401,312,267,47,142
LOC127150258,0,0,0,0,0,0,0,0
LOC127150257,0,0,0,0,0,0,0,0
LOC127150256,0,0,0,0,0,0,0,0
LOC103501839,157,128,176,268,185,92,16,47
LOC127143811,0,0,0,0,0,0,0,0
LOC103501840,3931,5390,6485,5015,6119,7981,4616,6929
LOC107992032,2099,2379,2562,2788,2890,2403,1417,2154
LOC103501837,3595,2495,2839,2528,4314,3209,832,1209
LOC103501833,5130,3658,4465,3656,5018,4672,2081,2441
LOC103501834,119,160,125,167,150,106,50,98
LOC103501832,79,108,84,105,50,28,0,11
LOC107992031,0,0,0,0,0,0,0,0
LOC127150296,0,0,0,0,0,0,0,0
LOC103501831,3232,2161,2628,2937,2147,1958,1916,2291
LOC103501859,307,243,268,275,161,196,215,402
LOC103501829,4,8,12,6,6,0,6,0
LOC103501857,41,34,39,55,57,31,58,84
LOC103501828,2655,2108,2444,2354,2290,2904,2671,3502
LOC103501826,38698,50050,57332,21258,27305,33350,29820,46969
LOC103501824,326,656,613,412,230,330,16,46
LOC103501823,206,423,462,272,463,385,181,256
LOC103501822,844,800,1087,846,1065,1125,200,655
LOC103501821,1146,944,1096,1003,1119,1157,1724,1655
LOC103501820,599,566,685,1016,845,591,142,251
LOC103501819,2318,2053,2312,2645,2100,2263,1806,1811
LOC103501856,28,11,14,29,6,16,6,11
LOC103501816,521,565,710,751,966,715,82,430
LOC103501815,281,352,421,602,552,470,222,376
LOC103501814,296,316,336,317,397,347,79,167
LOC103501813,1340,1295,1650,1334,1167,972,986,1073
LOC103501812,549,739,784,676,604,763,345,857
LOC103501811,596,718,731,729,850,711,214,727
LOC103501810,5908,7167,8079,7035,7271,7304,8143,10256
LOC103501807,346,346,293,290,195,280,388,1099
LOC103501809,960,1122,1303,1385,689,654,262,254
LOC103501806,1128,1373,1494,1258,1357,1312,613,1123
LOC103501805,1347,1343,1660,1908,1312,993,135,209
LOC103501804,1032,1008,1096,1205,1007,924,344,732
LOC103501803,135,193,232,218,166,182,60,157
LOC103501801,2816,2375,2563,2650,1639,1810,2625,3015
TRNAI-UAU_1,0,1,0,0,0,0,0,0
TRNAI-UAU_2,0,2,0,0,0,0,0,0
LOC103501800,537,516,647,673,530,344,171,377
LOC103501799,14868,11240,13011,12267,11032,12063,14494,15311
LOC127150336,0,0,0,0,0,0,0,0
LOC103501798,91,62,90,109,111,65,42,50
LOC103501797,109,197,162,158,117,54,14,48
LOC103501855,38,30,80,30,21,22,16,14
LOC103501796,107,172,213,119,307,163,8,50
LOC103501795,1546,1673,2028,1344,1413,1558,964,1827
LOC103501794,401,354,395,449,360,338,282,509
LOC103501792,1065,1072,1305,1217,1012,907,378,618
LOC103504217,0,0,0,0,0,0,0,0
LOC103501789,266,277,462,375,367,278,125,215
LOC103501788,191,141,218,258,264,185,69,164
LOC103501854,6,8,14,6,4,4,24,20
LOC103501787,2174,1856,2336,1892,1605,1796,1545,2625
LOC103501786,2290,1964,2559,2705,2010,1721,3022,1680
LOC103501785,811,757,920,2191,2688,1985,848,1831
LOC103501784,2,0,0,8,0,0,0,0
LOC103501782,637,687,875,895,1175,1048,319,704
LOC103501781,788,808,924,896,765,730,273,519
LOC103501779,650,622,732,680,788,812,1034,886
LOC103501853,3354,1628,2108,1694,1108,1425,2932,2063
