# Program:featureCounts v2.0.8; Command:"featureCounts" "-T" "8" "-p" "-a" "../Indices/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0_genomic.gtf" "-o" "../Quantification/USDA_Cmelo_AY_1.0/GCF_025177605.1_USDA_Cmelo_AY_1.0.txt" "CK21_FR.bam" "CK22-1_FR.bam" "CK22-2_FR.bam" "CK23_FR.bam" "T21_FR.bam" "T22_FR.bam" "T23_FR.bam" "T24_FR.bam" 
Geneid,CK21_FR.bam,CK22-1_FR.bam,CK22-2_FR.bam,CK23_FR.bam,T21_FR.bam,T22_FR.bam,T23_FR.bam,T24_FR.bam
LOC127146670,18,8,14,9,34,42,112,23
LOC127146675,4,14,14,24,41,38,96,50
LOC127146672,0,0,0,0,0,0,0,0
LOC127146671,19,5,22,8,10,17,104,25
LOC127146669,4,21,28,9,14,16,99,74
LOC127146673,0,0,0,0,0,0,0,0
TRNAT-GGU_31,0,0,0,0,0,0,0,0
TRNAG-GCC_34,0,0,0,0,0,0,0,0
LOC127146683,69,39,30,29,99,83,301,76
LOC127146678,0,0,0,0,0,2,0,0
LOC127146680,100,36,104,72,76,147,1376,97
LOC127146682,32,53,51,53,80,96,354,88
LOC127146681,0,0,0,0,0,1,0,0
LOC127146679,40,35,34,32,80,240,773,71
LOC127146684,33,25,20,28,98,60,137,42
LOC127146686,57,55,49,33,43,74,588,51
LOC127146685,0,1,0,0,0,1,0,1
LOC127146688,19,16,20,6,28,35,181,48
LOC127146692,17,20,32,15,8,12,88,31
LOC127146690,0,0,0,0,0,0,0,0
LOC127146687,16,12,9,11,16,13,108,31
LOC127146693,15,13,11,27,9,17,84,12
LOC127146691,0,0,0,0,0,0,0,0
TRNAM-CAU_36,0,0,0,0,0,0,0,0
TRNAL-CAA_35,0,0,0,0,0,0,0,0
TRNAR-ACG_35,0,0,0,0,0,0,0,0
TRNAN-GUU_42,0,0,0,0,0,0,0,0
TRNAG-GCC_35,0,0,0,0,0,0,0,0
TRNAS-GGA_32,0,0,0,0,0,0,0,0
TRNAT-UGU_35,0,0,0,0,0,0,0,0
TRNAF-GAA_44,0,0,0,0,0,0,0,0
LOC127146702,0,0,0,0,8,2,16,1
TRNAY-GUA_41,0,0,0,0,0,0,0,0
TRNAT-UGU_36,0,0,0,0,0,0,0,0
TRNAS-GGA_33,0,0,0,0,0,0,0,0
LOC127146707,2,6,6,2,8,7,23,10
LOC127146706,0,15,20,11,9,19,47,35
TRNAL-CAA_36,0,0,0,0,0,0,0,0
TRNAM-CAU_37,0,0,0,0,0,0,0,0
TRNAP-UGG_38,0,0,0,0,0,0,0,0
TRNAW-CCA_41,0,0,0,0,0,0,0,0
TRNAT-UGU_37,0,0,0,0,0,0,0,0
TRNAS-GGA_34,0,0,0,0,0,0,0,0
TRNAG-GCC_36,0,0,0,0,0,0,0,0
TRNAT-GGU_32,0,0,0,0,0,0,0,0
TRNAY-GUA_42,0,0,0,0,0,0,0,0
TRNAD-GUC_46,0,0,0,0,0,0,0,0
TRNAT-GGU_33,0,0,0,0,0,0,0,0
TRNAC-GCA_39,0,0,0,0,0,0,0,0
TRNAP-UGG_39,0,0,0,0,0,0,0,0
TRNAW-CCA_42,0,0,0,0,0,0,0,0
TRNAF-GAA_45,0,0,0,0,0,0,0,0
TRNAT-UGU_38,0,0,0,0,0,0,0,0
TRNAS-GGA_35,0,0,0,0,0,0,0,0
TRNAM-CAU_38,0,0,0,0,0,0,0,0
TRNAP-UGG_40,0,0,0,0,0,0,0,0
TRNAL-CAA_37,0,0,0,0,0,0,0,0
TRNAL-CAA_38,0,0,0,0,0,0,0,0
TRNAR-ACG_36,0,0,0,0,0,0,0,0
TRNAN-GUU_43,0,0,0,0,0,0,0,0
TRNAS-GCU_43,0,0,0,0,0,0,0,0
LOC127146732,0,0,0,0,1,0,1,0
LOC127146739,7,6,8,4,9,6,28,8
LOC127146735,22,19,17,5,15,15,81,21
LOC127146737,0,0,0,0,0,0,0,0
LOC127146740,10,1,1,3,10,7,16,7
LOC127146734,20,17,15,10,20,23,97,26
LOC127146738,0,0,0,0,0,0,0,0
LOC127146733,2,4,5,3,20,17,23,7
TRNAP-UGG_41,0,0,0,0,0,0,0,0
TRNAC-GCA_40,0,0,0,0,0,0,0,0
TRNAS-GCU_44,0,0,0,0,0,0,0,0
TRNAG-GCC_37,0,0,0,0,0,0,0,0
TRNAT-GGU_34,0,0,0,0,0,0,0,0
TRNAY-GUA_43,0,0,0,0,0,0,0,0
TRNAD-GUC_47,0,0,0,0,0,0,0,0
TRNAC-GCA_41,0,0,0,0,0,0,0,0
TRNAW-CCA_43,0,0,0,0,0,0,0,0
TRNAP-UGG_42,0,0,0,0,0,0,0,0
LOC127146752,0,0,0,0,0,0,0,0
LOC127146753,0,0,0,0,0,0,0,0
LOC127146759,30,19,31,19,24,36,251,81
LOC127146762,31,13,32,23,32,32,558,48
LOC127146765,0,0,0,0,0,1,0,0
LOC127146755,2,10,30,2,2,17,170,12
LOC127146760,23,21,22,18,30,32,268,30
LOC127146767,0,0,0,0,0,1,1,0
LOC127146756,23,18,43,11,6,18,95,30
LOC127146761,11,14,19,14,35,33,354,25
LOC127146768,0,0,0,0,0,1,1,0
LOC127146758,17,9,28,11,10,13,108,56
LOC127146763,30,25,35,25,28,45,704,51
LOC127146769,0,0,0,0,0,1,1,0
LOC127146757,41,7,31,16,5,18,173,36
TRNAN-GUU_44,0,0,0,0,0,0,0,0
TRNAR-ACG_37,0,0,0,0,0,0,0,0
LOC127146773,15,5,10,5,11,11,39,9
LOC127146772,0,0,0,0,0,0,0,0
LOC127146775,2,8,3,4,0,4,9,1
LOC127146777,8,2,8,3,12,6,37,14
LOC127146774,0,0,0,0,0,0,0,0
LOC127146776,2,4,1,1,0,5,12,7
LOC127146781,26,14,27,5,16,24,136,6
LOC127146778,0,0,0,0,0,0,0,0
LOC127146779,32,33,20,23,50,47,206,36
LOC127146782,63,12,14,1,22,17,62,23
LOC127146780,0,0,0,0,0,0,0,0
LOC127146783,13,13,10,4,13,16,79,23
LOC127146791,23,6,17,9,28,35,356,57
LOC127146784,0,0,0,0,0,0,0,0
LOC127146787,55,31,19,25,24,38,289,50
LOC127146792,23,14,11,6,66,29,147,19
LOC127146789,0,0,0,0,0,0,0,0
LOC127146788,75,55,50,71,63,86,461,79
LOC127146785,6,6,6,5,15,20,244,24
LOC127146790,0,0,0,0,0,0,0,0
LOC127146786,11,17,9,17,17,29,117,51
TRNAC-GCA_42,0,0,0,0,0,0,0,0
TRNAT-GGU_35,0,0,0,0,0,0,0,0
TRNAS-GGA_36,0,0,0,0,0,0,0,0
TRNAT-UGU_39,0,0,0,0,0,0,0,0
TRNAF-GAA_46,0,0,0,0,0,0,0,0
TRNAW-CCA_44,0,0,0,0,0,0,0,0
TRNAP-UGG_43,0,0,0,0,0,0,0,0
LOC127146807,33,30,69,11,39,71,235,56
LOC127146800,0,0,0,1,0,0,0,0
LOC127146802,31,41,57,40,41,75,907,63
LOC127146808,20,12,29,12,18,94,227,92
LOC127146805,0,0,0,0,0,0,0,0
LOC127146803,37,47,33,28,39,71,1065,66
LOC127146801,55,22,20,18,40,46,86,15
LOC127146806,0,0,0,0,0,0,0,0
LOC127146809,0,1,1,2,0,3,5,0
LOC127146814,9,12,13,18,8,17,90,44
LOC127146810,0,0,0,0,0,0,0,0
LOC127146811,8,27,7,5,10,10,28,12
LOC127146815,24,29,7,24,20,22,104,31
LOC127146818,0,0,0,0,0,0,0,0
LOC127146812,3,15,2,1,5,16,50,12
LOC127146816,33,16,14,15,17,18,116,33
LOC127146819,1,0,0,0,0,0,0,1
LOC127146813,12,32,9,0,8,8,29,12
LOC127146817,13,29,13,16,14,29,108,32
LOC127146820,0,0,0,1,1,0,0,2
LOC127146821,52,33,25,14,20,53,99,33
TRNAD-GUC_48,0,0,0,0,0,0,0,0
TRNAY-GUA_44,0,0,0,0,0,0,0,0
TRNAT-GGU_36,0,0,0,0,0,0,0,0
TRNAG-GCC_38,0,0,0,0,0,0,0,0
TRNAS-GGA_37,0,0,0,0,0,0,0,0
TRNAT-UGU_40,0,0,0,0,0,0,0,0
TRNAF-GAA_47,0,0,0,0,0,0,0,0
TRNAW-CCA_45,0,0,0,0,0,0,0,0
TRNAP-UGG_44,0,0,0,0,0,0,0,0
TRNAW-CCA_46,0,0,0,0,0,0,0,0
TRNAP-UGG_45,0,0,0,0,0,0,0,0
TRNAM-CAU_39,0,0,0,0,0,0,0,0
LOC127146837,8,8,15,9,10,5,70,13
LOC127146834,0,0,0,0,0,0,1,0
LOC127146835,17,7,25,13,22,46,100,53
LOC127146836,7,6,6,5,6,8,64,13
LOC127146839,0,0,0,0,0,0,0,0
LOC127146841,6,9,14,12,16,19,56,32
LOC127146838,17,12,12,12,22,35,96,21
LOC127146840,0,0,0,0,0,0,1,0
LOC127146842,6,12,27,9,47,24,76,37
TRNAM-CAU_40,0,0,0,0,0,0,0,0
TRNAL-CAA_39,0,0,0,0,0,0,0,0
TRNAR-ACG_38,0,0,0,0,0,0,0,0
TRNAN-GUU_45,0,0,0,0,0,0,0,0
TRNAT-UGU_41,0,0,0,0,0,0,0,0
TRNAG-GCC_39,0,0,0,0,0,0,0,0
TRNAT-GGU_37,0,0,0,0,0,0,0,0
TRNAS-GCU_45,0,0,0,0,0,0,0,0
TRNAM-CAU_41,0,0,0,0,0,0,0,0
TRNAL-CAA_40,0,0,0,0,0,0,0,0
TRNAR-ACG_39,0,0,0,0,0,0,0,0
TRNAN-GUU_46,0,0,0,0,0,0,0,0
TRNAC-GCA_43,0,0,0,0,0,0,0,0
TRNAD-GUC_49,0,0,0,0,0,0,0,0
TRNAY-GUA_45,0,0,0,0,0,0,0,0
TRNAT-GGU_38,0,0,0,0,0,0,0,0
TRNAG-GCC_40,0,0,0,0,0,0,0,0
TRNAS-GGA_38,0,0,0,0,0,0,0,0
TRNAT-UGU_42,0,0,0,0,0,0,0,0
TRNAF-GAA_48,0,0,0,0,0,0,0,0
LOC127146867,6,19,10,7,4,4,33,13
LOC127146863,0,0,0,0,0,0,0,0
LOC127146875,1,3,1,3,12,2,31,7
LOC127146871,4,9,10,4,3,10,58,7
LOC127146872,0,0,0,0,0,0,0,0
LOC127146864,4,5,0,35,9,8,30,2
LOC127146868,2,5,5,2,5,5,49,6
LOC127146873,0,0,0,0,0,0,0,0
LOC127146865,5,10,5,10,8,2,49,6
LOC127146870,2,7,2,5,6,11,34,11
LOC127146874,0,0,0,0,0,0,0,0
LOC127146866,3,4,1,10,9,3,26,2
TRNAS-GCU_46,0,0,0,0,0,0,0,0
TRNAF-GAA_49,0,0,0,0,0,0,0,0
TRNAW-CCA_47,0,0,0,0,0,0,0,0
TRNAP-UGG_46,0,0,0,0,0,0,0,0
TRNAN-GUU_47,0,0,0,0,0,0,0,0
TRNAR-ACG_40,0,0,0,0,0,0,0,0
TRNAL-CAA_41,0,0,0,0,0,0,0,0
TRNAM-CAU_42,0,0,0,0,0,0,0,0
TRNAL-CAA_42,0,0,0,0,0,0,0,0
TRNAM-CAU_43,0,0,0,0,0,0,0,0
TRNAP-UGG_47,0,0,0,0,0,0,0,0
TRNAW-CCA_48,0,0,0,0,0,0,0,0
LOC127146900,71,57,25,34,96,93,546,83
LOC127146888,0,0,0,0,0,0,0,1
LOC127146895,85,127,177,76,149,185,1529,164
LOC127146891,28,53,26,25,69,77,409,75
LOC127146897,0,0,0,1,0,1,0,0
LOC127146896,79,75,126,76,154,145,1002,96
LOC127146889,46,28,35,30,57,125,627,61
LOC127146898,0,0,0,0,0,0,0,0
LOC127146893,62,84,124,23,161,98,1024,121
LOC127146892,121,74,83,104,169,212,869,187
LOC127146899,0,0,0,0,0,0,1,0
LOC127146894,94,172,165,40,130,75,1451,153
LOC127146890,36,26,24,20,33,71,232,34
TRNAS-GCU_47,0,0,0,0,0,0,0,0
TRNAC-GCA_44,0,0,0,0,0,0,0,0
LOC127146904,4,4,6,2,6,4,10,4
TRNAL-CAA_43,0,0,0,0,0,0,0,0
TRNAR-ACG_41,0,0,0,0,0,0,0,0
TRNAD-GUC_50,0,0,0,0,0,0,0,0
TRNAY-GUA_46,0,0,0,0,0,0,0,0
TRNAT-GGU_39,0,0,0,0,0,0,0,0
TRNAG-GCC_41,0,0,0,0,0,0,0,0
TRNAS-GGA_39,0,0,0,0,0,0,0,0
TRNAT-UGU_43,0,0,0,0,0,0,0,0
TRNAF-GAA_50,0,0,0,0,0,0,0,0
LOC127146914,0,0,0,0,0,0,0,0
LOC103493404,0,0,0,0,0,0,0,0
LOC127146922,16,69,22,13,30,31,186,21
LOC127146921,0,0,0,0,0,0,0,0
LOC127146918,20,33,25,12,65,45,175,66
LOC127146916,11,16,16,17,8,24,194,11
LOC127146915,0,0,0,0,0,0,2,0
LOC127146917,9,14,23,7,93,23,74,56
LOC127146923,11,5,33,19,9,22,187,24
LOC127146920,0,0,0,0,0,0,0,0
TRNAL-CAA_44,0,0,0,0,0,0,0,0
TRNAR-ACG_42,0,0,0,0,0,0,0,0
TRNAN-GUU_48,0,0,0,0,0,0,0,0
TRNAS-GCU_48,0,0,1,0,0,0,0,0
TRNAW-CCA_49,0,0,0,0,0,0,0,0
TRNAP-UGG_48,0,0,0,0,0,0,0,0
TRNAM-CAU_44,0,0,0,0,0,0,0,0
TRNAL-CAA_45,0,0,0,0,0,0,0,0
TRNAR-ACG_43,0,0,0,0,0,0,0,0
TRNAN-GUU_49,0,0,0,0,0,0,0,0
LOC127146941,55,20,40,43,172,112,435,118
LOC127146934,0,0,0,0,0,0,0,0
LOC127146937,23,24,17,11,32,22,391,33
LOC127146942,68,16,26,30,135,35,614,24
LOC127146939,0,0,0,0,0,0,0,0
LOC127146936,23,21,19,19,34,29,163,33
LOC127146935,103,35,32,35,183,88,596,38
LOC127146940,0,0,0,0,0,0,6,0
LOC127146938,12,24,12,32,59,23,153,38
LOC127146944,602,559,617,356,757,863,2890,1085
LOC127146943,0,0,0,0,0,0,1,0
LOC127146945,89,85,111,39,182,101,890,532
LOC127146950,23,15,17,21,53,25,232,83
LOC127146948,0,0,0,0,0,0,3,0
LOC127146946,142,97,72,48,377,94,864,148
LOC127146951,37,27,12,8,34,52,253,69
LOC127146949,0,0,0,0,0,0,0,0
TRNAY-GUA_47,0,0,0,0,0,0,0,0
TRNAD-GUC_51,0,0,0,0,0,0,0,0
TRNAC-GCA_45,0,0,0,0,0,0,0,0
TRNAS-GCU_49,0,0,0,0,0,0,0,0
TRNAR-ACG_44,0,0,0,0,0,0,0,0
TRNAL-CAA_46,0,0,0,0,0,0,0,0
TRNAF-GAA_51,0,0,0,0,0,0,0,0
TRNAT-UGU_44,0,0,0,0,0,0,0,0
TRNAS-GGA_40,0,0,0,0,0,0,0,0
TRNAM-CAU_45,0,0,0,0,0,0,0,0
TRNAL-CAA_47,0,0,0,0,0,0,0,0
TRNAR-ACG_45,0,0,0,0,0,0,0,0
TRNAN-GUU_50,0,0,0,0,0,0,0,0
TRNAW-CCA_50,0,0,0,0,0,0,0,0
TRNAP-UGG_49,0,0,0,0,0,0,0,0
TRNAM-CAU_46,0,0,0,0,0,0,0,0
LOC127146974,11,7,15,12,26,20,220,33
LOC127146968,0,0,0,0,0,0,0,0
LOC127146972,1,4,1,3,5,5,14,6
LOC127146969,18,12,30,11,33,28,276,36
LOC127146971,0,0,0,0,0,0,0,0
LOC127146973,1,10,7,3,3,6,20,1
LOC127146975,0,0,0,0,0,0,1,0
LOC127146976,7,3,4,3,7,8,21,4
LOC127146981,11,4,33,7,19,6,280,63
LOC127146985,0,0,0,0,0,0,0,0
LOC127146977,4,7,5,1,7,3,16,3
LOC127146982,13,15,15,22,21,17,161,45
LOC127146986,0,0,0,0,0,0,0,0
LOC127146978,4,11,17,2,8,3,42,5
LOC127146980,8,7,9,3,19,10,98,23
LOC127146987,0,0,0,0,0,0,0,0
LOC127146979,7,7,3,2,11,4,27,6
LOC127146983,10,14,23,9,27,15,123,26
LOC127146988,0,0,0,0,0,0,1,0
TRNAS-GCU_50,0,0,0,0,0,0,0,0
TRNAM-CAU_47,0,0,0,0,0,0,0,0
TRNAR-ACG_46,0,0,0,0,0,0,0,0
TRNAN-GUU_51,0,0,0,0,0,0,0,0
LOC127146993,0,0,6,2,0,0,0,1
LOC127146994,0,0,0,0,0,0,0,0
LOC127146995,6,2,6,4,12,4,30,13
LOC127146996,16,12,12,16,18,16,62,20
LOC127146998,0,0,0,0,0,0,0,0
LOC127147000,4,1,4,1,5,5,15,5
LOC127146997,12,6,17,19,13,17,68,31
LOC127146999,0,0,0,0,0,0,0,0
LOC127147001,2,1,3,5,7,4,25,11
TRNAG-GCC_42,0,0,0,0,0,0,0,0
TRNAT-GGU_40,0,0,0,0,0,0,0,0
TRNAC-GCA_46,0,0,0,0,0,0,0,0
TRNAS-GCU_51,0,0,0,0,0,0,0,0
TRNAM-CAU_48,0,0,0,0,0,0,0,0
TRNAL-CAA_48,0,0,0,0,0,0,0,0
LOC127147008,0,0,0,2,0,0,3,1
LOC127147011,25,16,18,18,39,61,208,39
LOC127147015,41,13,26,74,63,32,409,41
LOC127147013,0,0,0,0,0,0,0,1
LOC127147010,38,15,27,19,18,38,164,53
LOC127147016,98,6,16,18,31,55,214,15
LOC127147014,0,0,0,0,0,0,0,0
LOC127147009,25,26,26,13,29,40,197,50
LOC127147024,65,40,26,45,40,43,154,67
LOC127147017,0,0,0,0,0,0,2,0
LOC127147020,14,8,13,31,19,35,369,34
LOC127147025,56,31,10,12,19,17,129,26
LOC127147022,0,0,0,0,0,0,0,0
LOC127147021,7,13,9,89,32,22,227,54
LOC127147018,18,33,13,41,43,7,63,52
LOC127147023,0,0,0,0,0,0,1,0
LOC127147019,9,4,5,88,31,10,123,18
TRNAT-UGU_45,0,0,0,0,0,0,0,0
TRNAS-GGA_41,0,0,0,0,0,0,0,0
TRNAG-GCC_43,0,0,0,0,0,0,0,0
TRNAT-GGU_41,0,0,0,0,0,0,0,0
TRNAY-GUA_48,0,0,0,0,0,0,0,0
TRNAD-GUC_52,0,0,0,0,0,0,0,0
TRNAS-GCU_52,0,0,0,0,0,0,0,0
TRNAM-CAU_49,0,0,0,0,0,0,0,0
TRNAL-CAA_49,0,0,0,0,0,0,0,0
LOC127147042,7,4,7,6,4,6,28,13
LOC127147036,0,0,0,0,0,0,0,0
LOC127147040,0,4,3,6,0,7,13,3
LOC127147037,9,10,16,8,21,18,36,19
LOC127147039,0,0,0,0,0,0,0,0
LOC127147041,6,2,5,2,0,3,20,7
TRNAS-GCU_53,0,0,0,0,0,0,0,0
TRNAC-GCA_47,0,0,0,0,0,0,0,0
TRNAG-GCC_44,0,0,0,0,0,0,0,0
TRNAN-GUU_52,0,0,0,0,0,0,0,0
TRNAR-ACG_47,0,0,0,0,0,0,0,0
TRNAT-GGU_42,0,0,0,0,0,0,0,0
LOC127147051,3,11,1,6,11,12,56,10
LOC127147050,1,0,0,0,0,0,0,0
LOC127147054,21,8,9,13,27,33,48,25
LOC127147052,5,9,4,7,9,17,52,8
LOC127147053,1,0,0,0,0,0,0,0
LOC127147049,6,2,4,0,23,2,2,12
LOC127147058,5,10,66,2,15,13,71,17
LOC127147055,0,1,0,0,0,1,2,0
LOC127147065,7,1,19,23,3,4,38,7
LOC127147062,0,0,0,0,0,0,0,0
LOC127147056,8,3,4,10,6,11,15,3
LOC127147060,10,15,30,8,18,15,76,18
LOC127147063,0,1,0,0,0,0,0,0
LOC127147057,5,3,8,12,16,12,13,8
LOC127147059,11,9,46,1,12,13,81,4
TRNAT-UGU_46,0,0,0,0,0,0,0,0
TRNAS-GGA_42,0,0,0,0,0,0,0,0
TRNAG-GCC_45,0,0,0,0,0,0,0,0
TRNAT-GGU_43,0,0,0,0,0,0,0,0
TRNAY-GUA_49,0,0,0,0,0,0,0,0
TRNAD-GUC_53,0,0,0,0,0,0,0,0
TRNAC-GCA_48,0,0,0,0,0,0,0,0
LOC127147074,4,5,6,4,4,8,17,6
LOC127147073,0,0,0,0,0,0,2,1
LOC127147077,3,1,2,4,4,6,18,11
LOC127147075,0,5,7,0,0,8,16,0
LOC127147076,0,0,0,0,0,0,0,1
LOC127147078,5,3,6,3,2,4,19,5
LOC127147079,0,0,0,0,0,0,0,0
LOC127147088,8,9,4,13,8,4,21,10
LOC127147082,6,5,6,2,9,7,28,14
LOC127147085,0,0,0,0,0,0,4,0
LOC127147080,4,3,3,5,3,11,23,5
LOC127147084,4,12,8,6,12,17,58,20
LOC127147086,0,0,0,0,0,0,0,0
LOC127147081,4,8,2,7,2,8,29,13
LOC127147083,10,6,4,7,6,14,38,9
LOC127147087,0,0,0,0,0,0,0,0
LOC127147089,0,0,0,0,0,0,0,0
LOC127147095,5,0,10,2,6,3,16,9
LOC127147091,3,10,4,15,6,5,47,11
LOC127147093,0,0,0,0,0,0,0,0
LOC127147096,6,0,5,6,6,3,35,4
LOC127147092,5,3,2,7,12,9,46,12
LOC127147094,0,0,0,0,0,0,0,0
LOC127147090,9,1,11,6,14,9,59,20
TRNAT-UGU_47,0,0,0,0,0,0,0,0
TRNAF-GAA_52,0,0,0,0,0,0,0,0
TRNAW-CCA_51,0,0,0,0,0,0,0,0
TRNAP-UGG_50,0,0,0,0,0,0,0,0
TRNAM-CAU_50,0,0,0,0,0,0,0,0
TRNAL-CAA_50,0,0,0,0,0,0,0,0
LOC127147103,0,0,0,0,0,4,0,0
LOC127147105,9,3,14,5,7,18,48,4
LOC127147104,0,0,0,0,0,0,0,0
LOC127147110,14,14,21,8,28,33,102,19
LOC127147106,4,10,6,1,5,13,48,8
LOC127147108,0,0,0,0,0,0,0,0
LOC127147109,4,23,8,0,12,26,37,7
LOC127147107,21,37,11,22,16,15,118,87
TRNAW-CCA_52,0,0,0,0,0,0,0,0
TRNAP-UGG_51,0,0,0,0,0,0,0,0
TRNAS-GGA_43,0,0,0,0,0,0,0,0
LOC127147119,10,5,6,4,6,17,69,13
LOC127147115,0,0,0,0,0,0,0,0
LOC127147127,1,4,5,3,6,5,42,6
LOC127147120,4,2,14,3,10,12,66,9
LOC127147124,0,0,0,0,0,0,0,0
LOC127147118,7,12,11,13,16,29,61,14
LOC127147122,8,13,12,9,9,16,96,28
LOC127147125,0,0,0,1,0,0,0,0
LOC127147116,1,2,1,5,3,5,35,8
LOC127147121,12,5,15,7,16,26,117,22
LOC127147126,0,0,0,0,0,0,0,0
LOC127147117,3,11,14,6,1,15,29,10
LOC127147132,11,13,40,13,19,59,139,38
LOC127147128,0,0,0,0,0,0,0,0
LOC127147129,6,16,24,10,18,20,68,30
LOC127147130,3,1,12,7,10,11,42,11
LOC127147133,0,0,0,0,0,0,0,0
LOC127147135,6,4,11,6,12,8,33,8
LOC127147131,8,0,16,4,9,2,44,8
LOC127147134,0,0,0,0,0,0,2,0
LOC127147136,3,3,14,6,9,22,50,8
LOC127147146,5,4,7,5,3,5,23,9
LOC127147137,0,0,0,0,0,0,0,0
LOC127147138,6,15,6,9,3,10,100,8
LOC127147143,2,1,10,4,3,5,23,5
LOC127147148,0,0,0,0,0,0,0,0
LOC127147139,9,15,8,1,2,7,43,5
LOC127147144,7,5,6,5,12,5,36,7
LOC127147150,0,0,0,0,0,0,0,0
LOC127147142,12,6,5,5,8,11,73,15
LOC127147147,7,1,2,3,2,0,34,7
LOC127147151,0,0,0,0,0,0,0,1
LOC127147140,6,16,8,7,19,10,78,15
LOC127147145,15,7,5,9,11,5,40,8
LOC127147152,0,0,0,0,0,0,0,0
LOC127147141,13,16,9,11,16,17,89,7
TRNAL-CAA_51,0,0,0,0,0,0,0,0
TRNAM-CAU_51,0,0,0,0,0,0,0,0
LOC127147155,0,0,0,0,0,0,0,0
LOC127147159,4,5,2,0,3,3,13,6
LOC127147156,32,25,44,37,65,390,522,76
LOC127147158,0,0,0,2,0,0,0,0
LOC127147160,30,14,16,16,24,57,126,26
LOC127147161,45,49,50,33,110,255,483,129
TRNAM-CAU_52,0,0,0,0,0,0,0,0
TRNAL-CAA_52,0,0,0,0,0,0,0,0
TRNAR-ACG_48,0,0,0,0,0,0,0,0
TRNAN-GUU_53,0,0,0,0,0,0,0,0
TRNAG-GCC_46,0,0,0,0,0,0,0,0
TRNAT-GGU_44,0,0,0,0,0,0,0,0
TRNAL-CAA_53,0,0,0,0,0,0,0,0
TRNAP-UGG_52,0,0,0,0,0,0,0,0
TRNAW-CCA_53,0,0,0,0,0,0,0,0
TRNAF-GAA_53,0,0,0,0,0,0,0,0
TRNAT-UGU_48,0,0,0,0,0,0,0,0
TRNAP-UGG_53,0,0,0,0,0,0,0,0
TRNAW-CCA_54,0,0,0,0,0,0,0,0
LOC127147178,4,4,10,5,5,12,49,15
LOC127147175,0,0,0,0,0,0,0,0
LOC127147182,7,2,2,40,30,36,13,35
LOC127147177,36,27,16,9,44,55,105,38
LOC127147180,0,0,0,0,0,0,0,0
LOC127147183,8,4,3,49,44,47,25,35
LOC127147176,7,19,11,4,8,8,24,11
LOC127147181,0,0,0,0,0,0,1,0
TRNAT-UGU_49,0,0,0,0,0,0,0,0
TRNAF-GAA_54,0,0,0,0,0,0,0,0
TRNAW-CCA_55,0,0,0,0,0,0,0,0
TRNAP-UGG_54,0,0,0,0,0,0,0,0
LOC127147189,88,28,58,43,60,64,330,61
LOC127147188,1,0,0,0,4,0,3,0
LOC127147191,73,79,74,82,102,236,1446,270
LOC127147194,86,9,39,39,38,39,232,56
LOC127147192,0,0,0,0,0,0,0,0
LOC127147190,44,46,58,76,70,94,691,218
LOC127147195,170,18,25,12,55,18,93,43
LOC127147193,0,0,0,0,0,0,0,0
TRNAL-CAA_54,0,0,0,0,0,0,0,0
TRNAR-ACG_49,0,0,0,0,0,0,0,0
LOC127147199,30,14,21,18,25,50,123,43
LOC127147198,0,0,0,0,0,0,0,0
LOC127147202,0,2,9,2,18,3,15,25
LOC127147203,8,20,19,8,20,41,82,23
LOC127147200,0,0,0,0,0,0,0,0
LOC127147201,4,2,11,0,12,5,8,11
LOC127147205,13,10,16,1,9,9,9,19
LOC127147206,0,0,0,0,2,1,0,2
LOC127147204,0,0,0,0,0,0,0,0
LOC103491984,0,0,0,0,0,0,0,0
LOC127143783,0,0,0,0,0,0,0,0
TRNAM-CAU_53,0,0,0,0,0,0,0,0
TRNAS-GCU_54,0,0,0,0,0,0,0,0
TRNAC-GCA_49,0,0,0,0,0,0,0,0
TRNAD-GUC_54,0,0,0,0,0,0,0,0
TRNAY-GUA_50,0,0,0,0,0,0,0,0
TRNAT-GGU_45,0,0,0,0,0,0,0,0
TRNAG-GCC_47,0,0,0,0,0,0,0,0
TRNAS-GGA_44,0,0,0,0,0,0,0,0
TRNAT-UGU_50,0,0,0,0,0,0,0,0
TRNAS-GCU_55,0,0,0,0,0,0,0,0
TRNAN-GUU_54,0,0,0,0,0,0,0,0
TRNAR-ACG_50,0,0,0,0,0,0,0,0
LOC127147225,11,14,16,11,28,34,121,50
LOC127147219,0,0,0,0,0,0,0,0
LOC127147224,18,6,6,0,1,3,20,3
LOC127147220,9,12,21,6,11,23,94,36
LOC127147222,0,0,0,0,0,0,0,0
LOC127147223,5,6,6,4,3,1,19,7
LOC127147221,27,24,42,18,28,82,197,57
TRNAW-CCA_56,0,0,0,0,0,0,0,0
TRNAP-UGG_55,0,0,0,0,0,0,0,0
TRNAM-CAU_54,0,0,0,0,0,0,0,0
TRNAP-UGG_56,0,0,0,0,0,0,0,0
TRNAW-CCA_57,0,0,0,0,0,0,0,0
TRNAF-GAA_55,0,0,0,0,0,0,0,0
TRNAT-UGU_51,0,0,0,0,0,0,0,0
LOC127147234,7,5,3,2,9,13,21,3
LOC127147233,0,0,0,0,0,0,0,0
LOC127147237,1,1,2,0,5,6,14,4
